activity_id,phase,grade_band,subject,strand,skill,skill_code,title,mechanic,learning_goal,prerequisite,item_count,expected_duration_min,feedback_type,mastery_rule,remediation_trigger,extension_unlock,reward_points,assets_needed,dashboard_metrics,downloadable_pair,accessibility_notes,version,canonical_telemetry_signals,feedback_mapping_required
LEA-EY-ACT-0155,Early Years Interactive Engine,Grade 2,Math,Time/Money,time to 5 minutes and money problems,EY-GRA-MAT-TIM-03,Time/Money: Time To 5 Minutes And Money Problems - Find the Mistake 3,Find the Mistake,Learner can time to 5 minutes and money problems through a short guided find the mistake activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",16,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0156,Early Years Interactive Engine,Grade 2,Math,Time/Money,time to 5 minutes and money problems,EY-GRA-MAT-TIM-04,Time/Money: Time To 5 Minutes And Money Problems - Trace and Say 4,Trace and Say,Learner can time to 5 minutes and money problems through a short guided trace and say activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",18,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0157,Early Years Interactive Engine,Grade 2,Math,Data,graphs and word problems,EY-GRA-MAT-DAT-01,Data: Graphs And Word Problems - Find the Mistake 1,Find the Mistake,Learner can graphs and word problems through a short guided find the mistake activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",12,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0158,Early Years Interactive Engine,Grade 2,Math,Data,graphs and word problems,EY-GRA-MAT-DAT-02,Data: Graphs And Word Problems - Trace and Say 2,Trace and Say,Learner can graphs and word problems through a short guided trace and say activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",14,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0159,Early Years Interactive Engine,Grade 2,Math,Data,graphs and word problems,EY-GRA-MAT-DAT-03,Data: Graphs And Word Problems - Math Mission 3,Math Mission,Learner can graphs and word problems through a short guided math mission activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",16,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0160,Early Years Interactive Engine,Grade 2,Math,Data,graphs and word problems,EY-GRA-MAT-DAT-04,Data: Graphs And Word Problems - Sort It 4,Sort It,Learner can graphs and word problems through a short guided sort it activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",18,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0161,Early Years Interactive Engine,Grade 3,Literacy,Word Study,multisyllabic decoding,EY-GRA-LIT-WOR-01,Word Study: Multisyllabic Decoding - Drag to Build 1,Drag to Build,Learner can multisyllabic decoding through a short guided drag to build activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",12,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0162,Early Years Interactive Engine,Grade 3,Literacy,Word Study,multisyllabic decoding,EY-GRA-LIT-WOR-02,Word Study: Multisyllabic Decoding - Blend Builder 2,Blend Builder,Learner can multisyllabic decoding through a short guided blend builder activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",14,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0163,Early Years Interactive Engine,Grade 3,Literacy,Word Study,multisyllabic decoding,EY-GRA-LIT-WOR-03,Word Study: Multisyllabic Decoding - Find the Mistake 3,Find the Mistake,Learner can multisyllabic decoding through a short guided find the mistake activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",16,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0164,Early Years Interactive Engine,Grade 3,Literacy,Word Study,multisyllabic decoding,EY-GRA-LIT-WOR-04,Word Study: Multisyllabic Decoding - Read and Record 4,Read and Record,Learner can multisyllabic decoding through a short guided read and record activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",18,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0165,Early Years Interactive Engine,Grade 3,Literacy,Morphology,"prefixes, suffixes and simple roots",EY-GRA-LIT-MOR-01,"Morphology: Prefixes, Suffixes And Simple Roots - Find the Mistake 1",Find the Mistake,"Learner can prefixes, suffixes and simple roots through a short guided find the mistake activity.",Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",12,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0166,Early Years Interactive Engine,Grade 3,Literacy,Morphology,"prefixes, suffixes and simple roots",EY-GRA-LIT-MOR-02,"Morphology: Prefixes, Suffixes And Simple Roots - Read and Record 2",Read and Record,"Learner can prefixes, suffixes and simple roots through a short guided read and record activity.",Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",14,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0167,Early Years Interactive Engine,Grade 3,Literacy,Morphology,"prefixes, suffixes and simple roots",EY-GRA-LIT-MOR-03,"Morphology: Prefixes, Suffixes And Simple Roots - Tap the Sound 3",Tap the Sound,"Learner can prefixes, suffixes and simple roots through a short guided tap the sound activity.",Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",16,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0168,Early Years Interactive Engine,Grade 3,Literacy,Morphology,"prefixes, suffixes and simple roots",EY-GRA-LIT-MOR-04,"Morphology: Prefixes, Suffixes And Simple Roots - Drag to Build 4",Drag to Build,"Learner can prefixes, suffixes and simple roots through a short guided drag to build activity.",Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",18,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0169,Early Years Interactive Engine,Grade 3,Literacy,Fluency,connected text fluency,EY-GRA-LIT-FLU-01,Fluency: Connected Text Fluency - Tap the Sound 1,Tap the Sound,Learner can connected text fluency through a short guided tap the sound activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",12,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0170,Early Years Interactive Engine,Grade 3,Literacy,Fluency,connected text fluency,EY-GRA-LIT-FLU-02,Fluency: Connected Text Fluency - Drag to Build 2,Drag to Build,Learner can connected text fluency through a short guided drag to build activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",14,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0171,Early Years Interactive Engine,Grade 3,Literacy,Fluency,connected text fluency,EY-GRA-LIT-FLU-03,Fluency: Connected Text Fluency - Blend Builder 3,Blend Builder,Learner can connected text fluency through a short guided blend builder activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",16,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0172,Early Years Interactive Engine,Grade 3,Literacy,Fluency,connected text fluency,EY-GRA-LIT-FLU-04,Fluency: Connected Text Fluency - Find the Mistake 4,Find the Mistake,Learner can connected text fluency through a short guided find the mistake activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",18,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0173,Early Years Interactive Engine,Grade 3,Literacy,Writing,paragraph organisation,EY-GRA-LIT-WRI-01,Writing: Paragraph Organisation - Blend Builder 1,Blend Builder,Learner can paragraph organisation through a short guided blend builder activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",12,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0174,Early Years Interactive Engine,Grade 3,Literacy,Writing,paragraph organisation,EY-GRA-LIT-WRI-02,Writing: Paragraph Organisation - Find the Mistake 2,Find the Mistake,Learner can paragraph organisation through a short guided find the mistake activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",14,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0175,Early Years Interactive Engine,Grade 3,Literacy,Writing,paragraph organisation,EY-GRA-LIT-WRI-03,Writing: Paragraph Organisation - Read and Record 3,Read and Record,Learner can paragraph organisation through a short guided read and record activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",16,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
